#Replicon Name	Replicon Accession	Start	Stop	Strand	GeneID	Locus	Locus tag	Protein product	Length	Protein name
chr	NZ_CP014692.1	252738	253340	-	-	-	A0U92_RS01190	WP_077811637.1	200	RdgB/HAM1 family non-canonical purine NTP pyrophosphatase
chr	NZ_CP014692.1	253815	254813	-	-	-	A0U92_RS01195	WP_077811638.1	332	aldo/keto reductase
chr	NZ_CP014692.1	255366	256433	+	-	hrcA	A0U92_RS01200	WP_077811639.1	355	heat-inducible transcriptional repressor HrcA
chr	NZ_CP014692.1	256649	257194	-	-	-	A0U92_RS01205	WP_077811640.1	181	DUF4142 domain-containing protein
chr	NZ_CP014692.1	257511	257714	+	-	-	A0U92_RS01210	WP_077811641.1	67	hypothetical protein
chr	NZ_CP014692.1	257941	258432	+	-	-	A0U92_RS01215	WP_077814176.1	163	hypothetical protein
chr	NZ_CP014692.1	258518	258811	-	-	-	A0U92_RS01220	WP_077814177.1	97	hypothetical protein
chr	NZ_CP014692.1	259444	259671	+	-	-	A0U92_RS01225	WP_077811642.1	75	DUF3126 family protein
chr	NZ_CP014692.1	259854	260471	-	-	-	A0U92_RS01230	WP_077811643.1	205	DUF2939 domain-containing protein
chr	NZ_CP014692.1	260612	261385	+	-	-	A0U92_RS01235	WP_077811644.1	257	molybdopterin-synthase adenylyltransferase MoeB
chr	NZ_CP014692.1	261378	261773	+	-	-	A0U92_RS01240	WP_077811645.1	131	hypothetical protein
chr	NZ_CP014692.1	261916	263013	+	-	-	A0U92_RS01245	WP_077811646.1	365	RNA-binding protein
chr	NZ_CP014692.1	263127	264560	+	-	-	A0U92_RS01250	WP_077811647.1	477	pyruvate kinase
chr	NZ_CP014692.1	264670	266028	+	-	-	A0U92_RS01255	WP_077811648.1	452	phosphoglucosamine mutase
chr	NZ_CP014692.1	266032	266835	+	-	-	A0U92_RS01260	WP_077811649.1	267	bifunctional hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase
chr	NZ_CP014692.1	266926	267669	-	-	-	A0U92_RS01265	WP_077811650.1	247	response regulator transcription factor
chr	NZ_CP014692.1	267855	269264	+	-	fliI	A0U92_RS01270	WP_077811651.1	469	flagellar protein export ATPase FliI
chr	NZ_CP014692.1	269303	269737	+	-	-	A0U92_RS01275	WP_077811652.1	144	hypothetical protein
chr	NZ_CP014692.1	269939	270397	+	-	-	A0U92_RS01280	WP_077811653.1	152	tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex ATPase subunit type 1 TsaE
chr	NZ_CP014692.1	270453	273536	+	-	-	A0U92_RS01285	WP_077811654.1	1027	double-strand break repair protein AddB
chr	NZ_CP014692.1	273913	277431	+	-	-	A0U92_RS01290	WP_077811655.1	1172	double-strand break repair helicase AddA
chr	NZ_CP014692.1	277945	278646	-	-	-	A0U92_RS01295	WP_077811656.1	233	LexA family transcriptional regulator
chr	NZ_CP014692.1	278915	279130	+	-	-	A0U92_RS01300	WP_077814178.1	71	hypothetical protein
chr	NZ_CP014692.1	279130	279399	+	-	-	A0U92_RS01305	WP_077811657.1	89	helix-turn-helix domain-containing protein
chr	NZ_CP014692.1	279611	279967	-	-	-	A0U92_RS01310	WP_077811658.1	118	carboxymuconolactone decarboxylase family protein
chr	NZ_CP014692.1	280121	281341	+	-	-	A0U92_RS01315	WP_077811659.1	406	cell division protein ZapE
chr	NZ_CP014692.1	284696	285928	+	-	-	A0U92_RS01325	WP_077811660.1	410	2-oxoglutarate dehydrogenase complex dihydrolipoyllysine-residue succinyltransferase
chr	NZ_CP014692.1	286099	287838	+	-	-	A0U92_RS01330	WP_077814179.1	579	dihydrolipoyl dehydrogenase
chr	NZ_CP014692.1	288212	289144	+	-	-	A0U92_RS01335	WP_077811661.1	310	L,D-transpeptidase
chr	NZ_CP014692.1	289425	290567	-	-	-	A0U92_RS01340	WP_077811662.1	380	hypothetical protein
chr	NZ_CP014692.1	290982	292556	-	-	-	A0U92_RS01345	WP_077811663.1	524	2-isopropylmalate synthase
chr	NZ_CP014692.1	293093	293626	-	-	-	A0U92_RS01350	WP_077811664.1	177	Rieske 2Fe-2S domain-containing protein
chr	NZ_CP014692.1	293853	294206	+	-	-	A0U92_RS01355	WP_077811665.1	117	DUF2322 family protein
chr	NZ_CP014692.1	294285	295532	-	-	-	A0U92_RS01360	WP_077811666.1	415	sodium:proton antiporter
chr	NZ_CP014692.1	295623	296522	-	-	-	A0U92_RS01365	WP_077814180.1	299	phosphoserine phosphatase SerB
chr	NZ_CP014692.1	296570	297559	+	-	-	A0U92_RS01370	WP_077811667.1	329	tRNA (adenosine(37)-N6)-dimethylallyltransferase MiaA
chr	NZ_CP014692.1	297695	299509	+	-	-	A0U92_RS01375	WP_077811668.1	604	biosynthetic-type acetolactate synthase large subunit
chr	NZ_CP014692.1	299643	300212	+	-	-	A0U92_RS01380	WP_077811669.1	189	acetolactate synthase small subunit
chr	NZ_CP014692.1	300280	301299	+	-	-	A0U92_RS01385	WP_077814181.1	339	ketol-acid reductoisomerase
chr	NZ_CP014692.1	301494	301787	-	-	-	A0U92_RS01390	WP_077811670.1	97	hypothetical protein
chr	NZ_CP014692.1	301821	302189	-	-	-	A0U92_RS01395	WP_077811671.1	122	hypothetical protein
chr	NZ_CP014692.1	302602	302967	-	-	-	A0U92_RS01400	WP_077811672.1	121	hypothetical protein
chr	NZ_CP014692.1	302967	304286	-	-	-	A0U92_RS01405	WP_077811673.1	439	hypothetical protein
chr	NZ_CP014692.1	304290	304766	-	-	-	A0U92_RS01410	WP_077811674.1	158	DUF1795 domain-containing protein
chr	NZ_CP014692.1	305296	308358	-	-	-	A0U92_RS01420	WP_077811675.1	1020	hypothetical protein
chr	NZ_CP014692.1	308483	309049	+	-	-	A0U92_RS01425	WP_077814182.1	188	TetR/AcrR family transcriptional regulator
chr	NZ_CP014692.1	309211	310284	+	-	-	A0U92_RS01430	WP_077811676.1	357	quinone-dependent dihydroorotate dehydrogenase
chr	NZ_CP014692.1	310281	311171	+	-	-	A0U92_RS01435	WP_077811677.1	296	TIGR01459 family HAD-type hydrolase
chr	NZ_CP014692.1	311477	312160	+	-	-	A0U92_RS01440	WP_077811678.1	227	Fe2+-dependent dioxygenase
chr	NZ_CP014692.1	312531	314816	+	-	-	A0U92_RS01445	WP_077811679.1	761	TonB-dependent receptor
chr	NZ_CP014692.1	314830	315543	+	-	-	A0U92_RS01450	WP_077814183.1	237	sel1 repeat family protein
chr	NZ_CP014692.1	315578	316300	+	-	-	A0U92_RS01455	WP_077811680.1	240	tonB-system energizer ExbB
chr	NZ_CP014692.1	316307	316792	+	-	-	A0U92_RS01460	WP_077811681.1	161	TonB system transport protein ExbD
chr	NZ_CP014692.1	316789	317637	+	-	-	A0U92_RS01465	WP_077811682.1	282	energy transducer TonB
chr	NZ_CP014692.1	317675	318550	-	-	-	A0U92_RS01470	WP_077811683.1	291	DMT family transporter
chr	NZ_CP014692.1	319406	320836	+	-	-	A0U92_RS01475	WP_077811684.1	476	gamma-aminobutyraldehyde dehydrogenase
chr	NZ_CP014692.1	320842	321858	+	-	-	A0U92_RS01480	WP_077814184.1	338	ABC transporter ATP-binding protein
chr	NZ_CP014692.1	321899	323038	+	-	-	A0U92_RS01485	WP_077814185.1	379	ABC transporter substrate-binding protein
chr	NZ_CP014692.1	323038	323889	+	-	-	A0U92_RS01490	WP_077811685.1	283	ABC transporter permease
chr	NZ_CP014692.1	323886	324674	+	-	-	A0U92_RS01495	WP_077811686.1	262	ABC transporter permease
chr	NZ_CP014692.1	324857	325765	+	-	-	A0U92_RS01500	WP_077811687.1	302	LysR family transcriptional regulator
chr	NZ_CP014692.1	325929	327209	+	-	-	A0U92_RS01505	WP_077811688.1	426	4-aminobutyrate--2-oxoglutarate transaminase
chr	NZ_CP014692.1	327469	329550	-	-	-	A0U92_RS01510	WP_077811689.1	693	hypothetical protein
chr	NZ_CP014692.1	329985	331097	-	-	-	A0U92_RS01515	WP_077811690.1	370	hypothetical protein
chr	NZ_CP014692.1	331175	332521	-	-	-	A0U92_RS01520	WP_077811691.1	448	bifunctional folylpolyglutamate synthase/dihydrofolate synthase
chr	NZ_CP014692.1	332637	333560	-	-	-	A0U92_RS01525	WP_077811692.1	307	acetyl-CoA carboxylase carboxyltransferase subunit beta
chr	NZ_CP014692.1	333865	335904	+	-	-	A0U92_RS01530	WP_077811693.1	679	NAD(+) synthase
chr	NZ_CP014692.1	336031	337236	-	-	-	A0U92_RS01535	WP_077811694.1	401	molybdopterin molybdotransferase MoeA
chr	NZ_CP014692.1	337394	337561	+	-	-	A0U92_RS01540	WP_010668957.1	55	50S ribosomal protein L33
chr	NZ_CP014692.1	337778	338107	-	-	-	A0U92_RS01545	WP_077811695.1	109	septation inhibitor protein
chr	NZ_CP014692.1	338289	339566	-	-	-	A0U92_RS01550	WP_077811696.1	425	phosphopyruvate hydratase
chr	NZ_CP014692.1	339693	339926	-	-	-	A0U92_RS01555	WP_077811697.1	77	hypothetical protein
chr	NZ_CP014692.1	339935	340138	+	-	-	A0U92_RS01560	WP_077811698.1	67	hypothetical protein
chr	NZ_CP014692.1	340243	341232	+	-	-	A0U92_RS01565	WP_077811699.1	329	hypothetical protein
chr	NZ_CP014692.1	341607	344048	+	-	-	A0U92_RS01570	WP_077811700.1	813	hypothetical protein
chr	NZ_CP014692.1	344168	344920	+	-	-	A0U92_RS01575	WP_077811701.1	250	DNA/RNA non-specific endonuclease
chr	NZ_CP014692.1	344998	345183	-	-	-	A0U92_RS01580	WP_077811702.1	61	hypothetical protein
chr	NZ_CP014692.1	345387	346742	+	-	-	A0U92_RS01585	WP_077811703.1	451	anthranilate synthase component I family protein
chr	NZ_CP014692.1	346739	347554	+	-	-	A0U92_RS01590	WP_077811704.1	271	aminotransferase class IV
chr	NZ_CP014692.1	347862	348095	+	-	-	A0U92_RS01595	WP_077814186.1	77	hypothetical protein
chr	NZ_CP014692.1	348192	348725	+	-	-	A0U92_RS01600	WP_077811705.1	177	protein-export chaperone SecB
chr	NZ_CP014692.1	348842	351871	+	-	-	A0U92_RS01605	WP_077811706.1	1009	glycosyltransferase
chr	NZ_CP014692.1	352145	353377	-	-	-	A0U92_RS01610	WP_077814187.1	410	dNTP triphosphohydrolase
chr	NZ_CP014692.1	353546	355024	-	-	-	A0U92_RS01615	WP_077811707.1	492	hypothetical protein
chr	NZ_CP014692.1	355060	356415	-	-	-	A0U92_RS01620	WP_077811708.1	451	ethanolamine permease
chr	NZ_CP014692.1	356412	357215	-	-	-	A0U92_RS01625	WP_077811709.1	267	ethanolamine ammonia-lyase subunit EutC
chr	NZ_CP014692.1	357217	358599	-	-	-	A0U92_RS01630	WP_077811710.1	460	ethanolamine ammonia-lyase subunit EutB
chr	NZ_CP014692.1	359064	359579	+	-	-	A0U92_RS01635	WP_077811711.1	171	hypothetical protein
chr	NZ_CP014692.1	359624	360025	-	-	-	A0U92_RS01640	WP_077811712.1	133	tautomerase family protein
chr	NZ_CP014692.1	360062	361411	-	-	-	A0U92_RS01645	WP_077811713.1	449	aspartate aminotransferase family protein
chr	NZ_CP014692.1	361884	362390	+	-	-	A0U92_RS01650	WP_077811714.1	168	hypothetical protein
chr	NZ_CP014692.1	363761	364270	+	-	-	A0U92_RS01660	WP_077811715.1	169	ankyrin repeat domain-containing protein
chr	NZ_CP014692.1	364267	365346	+	-	-	A0U92_RS01665	WP_077811716.1	359	histidinol-phosphate transaminase
chr	NZ_CP014692.1	365542	365832	+	-	-	A0U92_RS01670	WP_077811717.1	96	hypothetical protein
chr	NZ_CP014692.1	366044	367273	-	-	-	A0U92_RS01675	WP_077811718.1	409	ubiquinone biosynthesis protein UbiH
chr	NZ_CP014692.1	367488	367826	+	-	-	A0U92_RS01680	WP_077811719.1	112	P-II family nitrogen regulator
chr	NZ_CP014692.1	367989	368330	+	-	-	A0U92_RS01685	WP_077811721.1	113	iron-sulfur cluster insertion protein ErpA
chr	NZ_CP014692.1	368451	369221	+	-	-	A0U92_RS01690	WP_077811722.1	256	exodeoxyribonuclease III
chr	NZ_CP014692.1	369330	370790	+	-	gabD	A0U92_RS01695	WP_077811723.1	486	NAD-dependent succinate-semialdehyde dehydrogenase
chr	NZ_CP014692.1	370955	372367	+	-	-	A0U92_RS01700	WP_077811724.1	470	signal recognition particle protein
chr	NZ_CP014692.1	372411	372764	+	-	-	A0U92_RS01705	WP_077811725.1	117	30S ribosomal protein S16
chr	NZ_CP014692.1	372795	373334	+	-	-	A0U92_RS01710	WP_077811726.1	179	16S rRNA processing protein RimM
chr	NZ_CP014692.1	373331	374059	+	-	-	A0U92_RS01715	WP_077811728.1	242	tRNA (guanosine(37)-N1)-methyltransferase TrmD
chr	NZ_CP014692.1	374056	374451	+	-	-	A0U92_RS01720	WP_077811729.1	131	50S ribosomal protein L19
chr	NZ_CP014692.1	375030	376373	-	-	-	A0U92_RS01725	WP_077811730.1	447	DUF763 domain-containing protein
chr	NZ_CP014692.1	376561	378051	+	-	-	A0U92_RS01730	WP_077811732.1	496	glycosyltransferase family 2 protein
chr	NZ_CP014692.1	378283	379299	-	-	-	A0U92_RS01735	WP_077811733.1	338	phosphate ABC transporter substrate-binding protein PstS
chr	NZ_CP014692.1	379488	380666	-	-	-	A0U92_RS01740	WP_077811734.1	392	histidine kinase
chr	NZ_CP014692.1	380697	381407	-	-	-	A0U92_RS01745	WP_077811735.1	236	phosphate regulon transcriptional regulatory protein PhoB
chr	NZ_CP014692.1	381416	382114	-	-	-	A0U92_RS01750	WP_077811736.1	232	phosphate signaling complex protein PhoU
chr	NZ_CP014692.1	382128	382919	-	-	-	A0U92_RS01755	WP_077811737.1	263	phosphate ABC transporter ATP-binding protein PstB
chr	NZ_CP014692.1	382924	383814	-	-	-	A0U92_RS01760	WP_077811738.1	296	phosphate ABC transporter permease PstA
chr	NZ_CP014692.1	383816	384829	-	-	-	A0U92_RS01765	WP_077811739.1	337	phosphate ABC transporter permease subunit PstC
chr	NZ_CP014692.1	385104	385382	+	-	-	A0U92_RS01770	WP_077814188.1	92	DUF333 domain-containing protein
chr	NZ_CP014692.1	385379	386203	+	-	-	A0U92_RS01775	WP_077811740.1	274	NADPH-dependent oxidoreductase
chr	NZ_CP014692.1	386416	387354	-	-	-	A0U92_RS01780	WP_077811741.1	312	transport protein
chr	NZ_CP014692.1	387443	388801	-	-	-	A0U92_RS01785	WP_077811742.1	452	TldD/PmbA family protein
chr	NZ_CP014692.1	388798	390063	-	-	-	A0U92_RS01790	WP_077811743.1	421	insulinase family protein
chr	NZ_CP014692.1	390114	391514	-	-	-	A0U92_RS01795	WP_077811744.1	466	threonine synthase
chr	NZ_CP014692.1	391555	392721	-	-	-	A0U92_RS01800	WP_077811745.1	388	gluconolactonase
chr	NZ_CP014692.1	392773	394071	-	-	-	A0U92_RS01805	WP_077811746.1	432	Hsp70 family protein
chr	NZ_CP014692.1	394118	394936	-	-	-	A0U92_RS01810	WP_077811747.1	272	EAL domain-containing protein
chr	NZ_CP014692.1	395886	397976	+	-	-	A0U92_RS01815	WP_077811748.1	696	phospholipase C, phosphocholine-specific
chr	NZ_CP014692.1	398069	403171	+	-	-	A0U92_RS01820	WP_077811749.1	1700	hypothetical protein
chr	NZ_CP014692.1	403168	404376	+	-	-	A0U92_RS01825	WP_077811750.1	402	autotransporter strand-loop-strand O-heptosyltransferase
chr	NZ_CP014692.1	404651	406252	+	-	-	A0U92_RS01830	WP_077811751.1	533	DUF4070 domain-containing protein
chr	NZ_CP014692.1	406664	407284	-	-	-	A0U92_RS01840	WP_077811752.1	206	3-isopropylmalate dehydratase small subunit
chr	NZ_CP014692.1	407309	408715	-	-	-	A0U92_RS01845	WP_077811753.1	468	3-isopropylmalate dehydratase large subunit
chr	NZ_CP014692.1	408714	408929	+	-	-	A0U92_RS01850	WP_077811754.1	71	hypothetical protein
chr	NZ_CP014692.1	409032	409655	-	-	-	A0U92_RS01855	WP_077811755.1	207	isoprenylcysteine carboxylmethyltransferase family protein
chr	NZ_CP014692.1	409810	411828	-	-	-	A0U92_RS01860	WP_077811756.1	672	tetratricopeptide repeat protein
chr	NZ_CP014692.1	411951	412805	+	-	-	A0U92_RS01865	WP_077811757.1	284	uracil-DNA glycosylase
chr	NZ_CP014692.1	413000	414973	+	-	-	A0U92_RS01870	WP_077811758.1	657	lytic transglycosylase domain-containing protein
chr	NZ_CP014692.1	415254	415877	-	-	-	A0U92_RS01875	WP_077811759.1	207	SGNH/GDSL hydrolase family protein
chr	NZ_CP014692.1	415935	417143	-	-	-	A0U92_RS01880	WP_077811760.1	402	OpgC domain-containing protein
chr	NZ_CP014692.1	417452	418588	+	-	-	A0U92_RS01885	WP_077811761.1	378	Mrp/NBP35 family ATP-binding protein
chr	NZ_CP014692.1	418729	420663	+	-	-	A0U92_RS01890	WP_077811762.1	644	hypothetical protein
chr	NZ_CP014692.1	420675	422645	+	-	-	A0U92_RS01895	WP_077811763.1	656	glycosyltransferase
chr	NZ_CP014692.1	422840	423277	-	-	-	A0U92_RS01900	WP_077811764.1	145	hypothetical protein
chr	NZ_CP014692.1	423406	424272	-	-	-	A0U92_RS01905	WP_077811765.1	288	4-(cytidine 5\'-diphospho)-2-C-methyl-D-erythritol kinase
chr	NZ_CP014692.1	424511	426373	+	-	-	A0U92_RS01910	WP_077814189.1	620	N-acyl-D-glutamate deacylase
chr	NZ_CP014692.1	426589	427092	+	-	-	A0U92_RS01915	WP_077811766.1	167	hypothetical protein
chr	NZ_CP014692.1	427144	428130	-	-	-	A0U92_RS01920	WP_077811767.1	328	alpha/beta hydrolase
chr	NZ_CP014692.1	428217	430331	-	-	-	A0U92_RS01925	WP_077811768.1	704	glycosyltransferase family 61 protein
chr	NZ_CP014692.1	430577	431626	-	-	-	A0U92_RS01930	WP_077814190.1	349	heme A synthase
chr	NZ_CP014692.1	431748	432512	+	-	-	A0U92_RS01935	WP_077811769.1	254	TVP38/TMEM64 family protein
chr	NZ_CP014692.1	432816	434099	+	-	-	A0U92_RS01940	WP_077811770.1	427	multidrug effflux MFS transporter
chr	NZ_CP014692.1	434369	436606	+	-	-	A0U92_RS01945	WP_077811771.1	745	response regulator
chr	NZ_CP014692.1	436793	437317	+	-	-	A0U92_RS01950	WP_077811772.1	174	adenine phosphoribosyltransferase
chr	NZ_CP014692.1	437605	439845	+	-	-	A0U92_RS01955	WP_077811773.1	746	FUSC family protein
chr	NZ_CP014692.1	440171	440803	+	-	-	A0U92_RS01960	WP_077811774.1	210	M15 family metallopeptidase
chr	NZ_CP014692.1	440850	441365	-	-	-	A0U92_RS01965	WP_077811775.1	171	hypothetical protein
chr	NZ_CP014692.1	441563	442672	-	-	-	A0U92_RS01970	WP_077811776.1	369	3-isopropylmalate dehydrogenase
chr	NZ_CP014692.1	442766	443365	+	-	-	A0U92_RS01975	WP_077814191.1	199	DNA-3-methyladenine glycosylase I
chr	NZ_CP014692.1	443461	443691	-	-	-	A0U92_RS01980	WP_077811777.1	76	hypothetical protein
chr	NZ_CP014692.1	444141	444323	-	-	-	A0U92_RS01985	WP_077811778.1	60	hypothetical protein
chr	NZ_CP014692.1	445387	446562	-	-	-	A0U92_RS01995	WP_077811779.1	391	mechanosensitive ion channel
chr	NZ_CP014692.1	446849	448672	-	-	-	A0U92_RS02000	WP_077814192.1	607	translational GTPase TypA
chr	NZ_CP014692.1	448938	449972	-	-	-	A0U92_RS02005	WP_077811780.1	344	SMP-30/gluconolactonase/LRE family protein
chr	NZ_CP014692.1	450032	450271	+	-	-	A0U92_RS02010	WP_077811781.1	79	ferrous iron transport protein A
chr	NZ_CP014692.1	450275	452134	+	-	-	A0U92_RS02015	WP_077811782.1	619	ferrous iron transport protein B
chr	NZ_CP014692.1	452122	452367	+	-	-	A0U92_RS02020	WP_077811783.1	81	hypothetical protein
chr	NZ_CP014692.1	452460	452837	+	-	-	A0U92_RS02025	WP_077811784.1	125	hypothetical protein
chr	NZ_CP014692.1	453603	454481	+	-	-	A0U92_RS02035	WP_077811785.1	292	prohibitin family protein
chr	NZ_CP014692.1	455333	455548	-	-	-	A0U92_RS02040	WP_077811786.1	71	hypothetical protein
chr	NZ_CP014692.1	455584	456807	-	-	-	A0U92_RS02045	WP_077811787.1	407	phosphoglycerate kinase
chr	NZ_CP014692.1	456921	457943	-	-	-	A0U92_RS02050	WP_077811788.1	340	type I glyceraldehyde-3-phosphate dehydrogenase
chr	NZ_CP014692.1	457972	460038	-	-	-	A0U92_RS02055	WP_077811789.1	688	transketolase
chr	NZ_CP014692.1	460223	460780	+	-	-	A0U92_RS02060	WP_077811790.1	185	hypothetical protein
chr	NZ_CP014692.1	460781	461038	+	-	-	A0U92_RS02065	WP_077811791.1	85	hypothetical protein
chr	NZ_CP014692.1	461035	462303	+	-	-	A0U92_RS02070	WP_077811792.1	422	5-aminolevulinate synthase
chr	NZ_CP014692.1	462797	463111	-	-	-	A0U92_RS02075	WP_077811793.1	104	hypothetical protein
chr	NZ_CP014692.1	463330	464622	-	-	-	A0U92_RS02080	WP_077811794.1	430	DUF445 domain-containing protein
chr	NZ_CP014692.1	464743	467655	+	-	-	A0U92_RS02085	WP_077811795.1	970	phosphoenolpyruvate carboxylase
chr	NZ_CP014692.1	467983	468513	+	-	-	A0U92_RS02090	WP_077811796.1	176	SUF system Fe-S cluster assembly regulator
chr	NZ_CP014692.1	468520	470010	+	-	-	A0U92_RS02095	WP_077811797.1	496	Fe-S cluster assembly protein SufB
chr	NZ_CP014692.1	470034	470804	+	-	-	A0U92_RS02100	WP_077814193.1	256	Fe-S cluster assembly ATPase SufC
chr	NZ_CP014692.1	470801	472102	+	-	-	A0U92_RS02105	WP_077811798.1	433	Fe-S cluster assembly protein SufD
chr	NZ_CP014692.1	472099	473310	+	-	-	A0U92_RS02110	WP_077811799.1	403	cysteine desulfurase
chr	NZ_CP014692.1	473318	473752	+	-	-	A0U92_RS02115	WP_077811800.1	144	SUF system NifU family Fe-S cluster assembly protein
chr	NZ_CP014692.1	473749	474198	+	-	-	A0U92_RS02120	WP_077811801.1	149	SUF system Fe-S cluster assembly protein
chr	NZ_CP014692.1	474215	474598	+	-	-	A0U92_RS02125	WP_077811802.1	127	iron-sulfur cluster assembly accessory protein
chr	NZ_CP014692.1	474672	474926	-	-	-	A0U92_RS02130	WP_077811803.1	84	hypothetical protein
chr	NZ_CP014692.1	474974	475174	-	-	-	A0U92_RS02135	WP_077811804.1	66	hypothetical protein
chr	NZ_CP014692.1	475312	475920	-	-	-	A0U92_RS02140	WP_077811805.1	202	TetR/AcrR family transcriptional regulator
chr	NZ_CP014692.1	476793	478268	+	-	-	A0U92_RS02145	WP_077811806.1	491	NAD(P)/FAD-dependent oxidoreductase
chr	NZ_CP014692.1	478271	479107	+	-	-	A0U92_RS02150	WP_077814194.1	278	hypothetical protein
chr	NZ_CP014692.1	479591	480049	+	-	-	A0U92_RS02155	WP_077811807.1	152	(2Fe-2S)-binding protein
chr	NZ_CP014692.1	482249	483484	+	-	-	A0U92_RS02165	WP_077811808.1	411	cytochrome c
chr	NZ_CP014692.1	484082	484765	+	-	-	A0U92_RS02170	WP_077811809.1	227	hypothetical protein
chr	NZ_CP014692.1	484755	485606	-	-	-	A0U92_RS02175	WP_077811810.1	283	SDR family oxidoreductase
chr	NZ_CP014692.1	485715	487289	-	-	-	A0U92_RS02180	WP_077811811.1	524	sodium:proton antiporter
chr	NZ_CP014692.1	487375	488094	-	-	-	A0U92_RS02185	WP_077811812.1	239	LuxR family transcriptional regulator
chr	NZ_CP014692.1	488152	488586	-	-	-	A0U92_RS02190	WP_077811813.1	144	hypothetical protein
chr	NZ_CP014692.1	488602	489597	-	-	-	A0U92_RS02195	WP_077814195.1	331	NADP-dependent oxidoreductase
chr	NZ_CP014692.1	489719	490465	-	-	-	A0U92_RS02200	WP_077811814.1	248	hypothetical protein
chr	NZ_CP014692.1	490636	491505	-	-	-	A0U92_RS02205	WP_077811815.1	289	protein deglycase HchA
chr	NZ_CP014692.1	491701	491997	-	-	-	A0U92_RS02210	WP_077811816.1	98	hypothetical protein
chr	NZ_CP014692.1	492124	492474	+	-	-	A0U92_RS02215	WP_077811817.1	116	hypothetical protein
chr	NZ_CP014692.1	492519	493418	-	-	-	A0U92_RS02220	WP_077811818.1	299	LysR family transcriptional regulator
chr	NZ_CP014692.1	493556	494497	+	-	-	A0U92_RS02225	WP_077811819.1	313	3-hydroxyacyl-CoA dehydrogenase
chr	NZ_CP014692.1	494538	496025	+	-	-	A0U92_RS02230	WP_077814196.1	495	carnitine dehydratase
chr	NZ_CP014692.1	496080	496982	+	-	-	A0U92_RS02235	WP_077811820.1	300	hypothetical protein
chr	NZ_CP014692.1	497248	497544	+	-	-	A0U92_RS02240	WP_077811821.1	98	hypothetical protein
chr	NZ_CP014692.1	497547	498578	+	-	-	A0U92_RS02245	WP_077811822.1	343	HlyD family efflux transporter periplasmic adaptor subunit
chr	NZ_CP014692.1	498575	500779	+	-	-	A0U92_RS02250	WP_077811823.1	734	hypothetical protein
chr	NZ_CP014692.1	500581	502347	+	-	-	A0U92_RS02255	WP_077811824.1	588	TolC family protein
chr	NZ_CP014692.1	502829	503431	-	-	-	A0U92_RS02265	WP_077814197.1	200	YqgE/AlgH family protein
chr	NZ_CP014692.1	503539	504294	+	-	-	A0U92_RS02270	WP_077811825.1	251	SDR family NAD(P)-dependent oxidoreductase
chr	NZ_CP014692.1	504313	505230	+	-	-	A0U92_RS02275	WP_077811826.1	305	polyphosphate kinase 2 family protein
chr	NZ_CP014692.1	505263	506300	+	-	-	A0U92_RS02280	WP_077811827.1	345	zinc-binding dehydrogenase
chr	NZ_CP014692.1	507148	507990	+	-	-	A0U92_RS02285	WP_077814198.1	280	LysR family transcriptional regulator
chr	NZ_CP014692.1	508021	509586	+	-	-	A0U92_RS02290	WP_077811828.1	521	carbohydrate porin
